Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-11-25,2543.11,2634.16,2539.96,2634.16,2005958
2005-11-28,2665.55,2668.69,2590.21,2631.02,2378295
2005-11-29,2609.04,2615.32,2583.92,2599.62,1398247
2005-11-30,2627.88,2690.68,2593.34,2665.55,1916785
2005-12-01,2696.95,2696.95,2631.02,2696.95,2041315
2005-12-02,2737.76,3010.91,2722.07,2938.7,6676247
2005-12-05,3127.08,3252.67,3108.24,3252.67,6763836
2005-12-06,3315.46,3576.03,3211.85,3293.48,5696516
2005-12-07,3293.48,3296.63,3171.04,3249.53,1618346
2005-12-08,3255.81,3368.83,3123.94,3171.04,2233058
2005-12-09,3108.24,3249.53,3108.24,3180.45,11217535
2005-12-12,3230.69,3397.1,3196.15,3390.8,2191972
2005-12-13,3328.01,3390.8,3287.2,3353.13,1735872
2005-12-14,3406.5,3415.93,3189.87,3193.01,2437540
2005-12-15,3142.78,3346.87,3111.38,3221.27,2517167
2005-12-16,3158.48,3243.25,3127.08,3161.62,2313956
2005-12-19,3224.41,3233.82,3152.2,3186.73,1607191
2005-12-20,3208.71,3381.4,3202.43,3362.57,2408874
2005-12-21,3365.7,3450.47,3331.16,3422.2,1993538
2005-12-22,3425.37,3528.97,3400.23,3481.87,2486591
2005-12-26,3601.17,3846.07,3579.2,3814.67,2215221
2005-12-27,3792.7,3811.53,3714.2,3720.47,1467048
2005-12-28,3670.23,3836.63,3641.97,3833.5,1460680
2005-12-29,3811.53,3918.27,3764.43,3773.87,2105657
2005-12-30,3836.63,3839.77,3620,3620,1321166
2006-01-04,3660.8,3720.47,3582.33,3645.13,1339963
2006-01-05,3598.03,3689.07,3532.1,3579.2,2469713
2006-01-06,3572.9,3576.03,3425.37,3453.6,3511867
2006-01-10,3393.93,3444.2,3284.06,3284.06,3540539
2006-01-11,3350,3506.97,3306.04,3506.97,3745654
2006-01-12,3503.83,3541.5,3368.83,3425.37,3555824
2006-01-13,3478.7,3478.7,3306.04,3412.77,4388086
2006-01-16,3387.67,3434.77,3350,3371.97,1524696
2006-01-17,3309.18,3359.43,3161.62,3164.75,2427988
2006-01-18,3186.73,3230.69,2938.7,3095.69,3718265
2006-01-19,3127.08,3221.27,3108.24,3155.33,1904043
2006-01-20,3155.33,3171.04,2973.23,3023.47,2619411
2006-01-23,2992.08,3007.77,2885.33,2966.95,2001509
2006-01-24,2935.56,3164.75,2923,3130.22,2133682
2006-01-25,3161.62,3164.75,3079.99,3086.26,1519602
2006-01-26,3155.33,3246.38,3092.55,3233.82,1990357
2006-01-27,3359.43,3400.23,3280.92,3400.23,2236242
2006-01-30,3453.6,3560.33,3340.57,3359.43,1863273
2006-01-31,3485,3485,3306.04,3331.16,1452706
2006-02-01,3271.5,3328.01,3205.57,3208.71,1390289
2006-02-02,3208.71,3337.43,3177.32,3318.6,2180823
2006-02-03,3193.01,3280.92,3193.01,3265.23,1662616
2006-02-06,3359.43,3425.37,3274.64,3409.63,1831736
2006-02-07,3362.57,3384.53,3321.73,3365.7,801679
2006-02-08,3331.16,3406.5,3230.69,3230.69,1847349
2006-02-09,3265.23,3274.64,3205.57,3230.69,1175932
2006-02-10,3262.09,3262.09,3177.32,3186.73,3028376
2006-02-13,3249.53,3346.87,3155.33,3249.53,1884299
2006-02-14,3227.55,3324.88,3174.17,3324.88,2406009
2006-02-15,3356.27,3400.23,3214.98,3221.27,1703383
2006-02-16,3265.23,3324.88,3205.57,3299.76,1384237
2006-02-17,3328.01,3378.23,3142.78,3142.78,2520990
2006-02-20,3079.99,3199.29,3020.33,3058.01,3206102
2006-02-21,3152.2,3315.46,3130.22,3315.46,2213315
2006-02-22,3252.67,3299.76,3155.33,3193.01,1669298
2006-02-23,3236.97,3290.34,3177.32,3290.34,1439972
2006-02-24,3230.69,3296.63,3230.69,3277.78,643706
2006-02-27,3280.92,3368.83,3174.17,3174.17,1660381
2006-02-28,3202.43,3227.55,3123.94,3189.87,1637128
2006-03-01,3127.08,3171.04,3127.08,3158.48,1108409
2006-03-02,3158.48,3180.45,3108.24,3127.08,850408
2006-03-03,3123.94,3211.85,3123.94,3123.94,1109367
2006-03-06,3139.65,3158.48,3092.55,3145.91,1507498
2006-03-07,3171.04,3171.04,3076.84,3105.1,961894
2006-03-08,3086.26,3145.91,3067.43,3120.8,1335189
2006-03-09,3114.52,3293.48,3111.38,3280.92,2349313
2006-03-10,3287.2,3437.9,3280.92,3397.1,7026289
2006-03-13,3397.1,3428.5,3353.13,3381.4,828433
2006-03-14,3371.97,3403.37,3312.32,3318.6,880674
2006-03-15,3381.4,3428.5,3356.27,3419.07,792763
2006-03-16,3419.07,3428.5,3299.76,3343.7,653258
2006-03-17,3406.5,3459.9,3343.7,3450.47,1361626
2006-03-20,3390.8,3594.87,3390.8,3554.07,2112983
2006-03-22,3500.7,3554.07,3459.9,3469.3,1148218
2006-03-23,3513.27,3563.5,3478.7,3494.43,1009032
2006-03-24,3547.8,3598.03,3478.7,3525.8,1011903
2006-03-27,3522.67,3620,3522.67,3566.63,1113500
2006-03-28,3503.83,3563.5,3456.73,3506.97,1027827
2006-03-29,3472.43,3588.6,3415.93,3569.77,1370220
2006-03-30,3572.9,3626.27,3528.97,3613.73,1299519
2006-03-31,3613.73,3623.13,3566.63,3613.73,685434
2006-04-03,3626.27,3751.87,3591.73,3742.43,1253013
2006-04-04,3679.67,3795.83,3679.67,3733.03,1669298
2006-04-05,3736.17,3792.7,3692.23,3717.33,1337737
2006-04-06,3764.43,3767.57,3682.8,3707.9,1302061
2006-04-07,3682.8,3726.77,3566.63,3620,1304610
2006-04-10,3557.2,3635.7,3550.93,3598.03,1378185
2006-04-11,3648.27,3679.67,3616.87,3635.7,1657833
2006-04-12,3607.43,3629.4,3544.67,3594.87,1056168
2006-04-13,3563.5,3620,3550.93,3563.5,1260339
2006-04-14,3626.27,3657.67,3538.37,3607.43,3363443
2006-04-17,3645.13,3701.63,3610.6,3616.87,1478519
2006-04-18,3679.67,3767.57,3594.87,3739.3,2264592
2006-04-19,3767.57,3767.57,3723.6,3729.9,1356526
2006-04-20,3767.57,3830.37,3692.23,3733.03,1627576
2006-04-21,3689.07,3764.43,3641.97,3663.97,966356
2006-04-24,3554.07,3563.5,3437.9,3469.3,2109793
2006-04-25,3532.1,3620,3485,3604.3,1417994
2006-04-26,3541.5,3588.6,3510.1,3547.8,1294100
2006-04-27,3485,3532.1,3415.93,3459.9,2053741
2006-04-28,3453.6,3469.3,3337.43,3397.1,1985580
2006-05-01,3400.23,3431.63,3334.3,3343.7,833855
2006-05-02,3321.73,3444.2,3321.73,3425.37,874938
2006-05-08,3384.53,3434.77,3337.43,3393.93,1524380
2006-05-09,3390.8,3425.37,3340.57,3343.7,1171476
2006-05-10,3397.1,3415.93,3280.92,3324.88,1492843
2006-05-11,3356.27,3406.5,3302.9,3368.83,1490614
2006-05-12,3274.64,3306.04,3196.15,3236.97,2105018
2006-05-15,3174.17,3233.82,3149.06,3205.57,1496024
2006-05-16,3196.15,3268.36,3174.17,3193.01,1345696
2006-05-17,3218.13,3243.25,3127.08,3205.57,1293777
2006-05-18,3120.8,3171.04,3092.55,3133.36,1785553
2006-05-19,3133.36,3214.98,3114.52,3174.17,1018910
2006-05-22,3177.32,3202.43,3061.15,3092.55,1201100
2006-05-23,3123.94,3142.78,3026.61,3092.55,1969334
2006-05-24,3029.75,3149.06,3014.05,3136.5,1963285
2006-05-25,3105.1,3202.43,3105.1,3164.75,1819002
2006-05-26,3227.55,3233.82,3164.75,3227.55,1345696
2006-05-29,3290.34,3290.34,3183.6,3214.98,1155228
2006-05-30,3218.13,3224.41,3155.33,3161.62,1106818
2006-05-31,3139.65,3139.65,3032.89,3073.71,1746063
2006-06-01,3073.71,3089.4,2992.08,3032.89,1478829
2006-06-02,3092.55,3139.65,3014.05,3114.52,1411945
2006-06-05,3114.52,3211.85,3114.52,3142.78,1168283
2006-06-06,3061.15,3076.84,3017.2,3045.44,1439014
2006-06-07,3014.05,3111.38,3007.77,3045.44,1342828
2006-06-08,3076.84,3130.22,2963.82,2992.08,2838226
2006-06-09,2929.29,3014.05,2901.03,2963.82,9135121
2006-06-12,2944.97,3007.77,2932.43,2982.65,1173706
2006-06-13,2992.08,2992.08,2860.2,2860.2,1380411
2006-06-14,2828.82,2913.59,2772.29,2860.2,2685021
2006-06-15,2841.37,2979.51,2841.37,2904.16,2040682
2006-06-16,2935.56,2979.51,2888.47,2894.75,2233374
2006-06-19,2863.35,2944.97,2857.07,2919.86,1416087
2006-06-20,2951.26,2951.26,2863.35,2866.49,908704
2006-06-21,2929.29,2929.29,2869.63,2910.44,1196314
2006-06-22,2941.84,3042.31,2938.7,3023.47,1410993
2006-06-23,2982.65,3048.59,2970.09,3039.17,1260020
2006-06-26,3007.77,3064.28,2973.23,3032.89,819203
2006-06-27,3001.5,3048.59,2995.22,3032.89,833855
2006-06-28,2970.09,3004.63,2938.7,2954.4,1701793
2006-06-29,2907.3,2951.26,2879.05,2907.3,2565582
2006-06-30,2938.7,2954.4,2913.59,2935.56,1699874
2006-07-03,2970.09,3001.5,2938.7,3001.5,1262566
2006-07-04,2985.79,3029.75,2973.23,2995.22,1188674
2006-07-05,2954.4,3001.5,2954.4,2979.51,830348
2006-07-06,2979.51,2979.51,2904.16,2919.86,996609
2006-07-07,2919.86,2976.38,2910.44,2926.14,1011581
2006-07-10,2894.75,3020.33,2891.61,3014.05,1718671
2006-07-11,3058.01,3095.69,2948.12,2988.94,1623750
2006-07-12,2985.79,3014.05,2919.86,2919.86,1395383
2006-07-13,2910.44,3026.61,2891.61,2910.44,1526612
2006-07-14,2879.05,3001.5,2847.65,2941.84,3532261
2006-07-18,2904.16,2910.44,2794.28,2794.28,2145153
2006-07-19,2828.82,2872.77,2809.98,2841.37,1299190
2006-07-20,2872.77,2885.33,2819.4,2866.49,1977937
2006-07-21,2835.09,2838.23,2803.69,2825.67,1186436
2006-07-24,2778.58,2816.26,2725.2,2778.58,1693825
2006-07-25,2809.98,2831.96,2778.58,2784.86,1020498
2006-07-26,2841.37,2847.65,2781.72,2794.28,854234
2006-07-27,2781.72,2857.07,2740.91,2822.54,1758799
2006-07-28,2791.13,2885.33,2769.16,2885.33,1367991
2006-07-31,2951.26,2951.26,2910.44,2929.29,1618973
2006-08-01,2897.9,2932.43,2869.63,2923,1042160
2006-08-02,2891.61,2966.95,2891.61,2951.26,1294419
2006-08-03,2982.65,3029.75,2957.55,2992.08,961253
2006-08-04,3039.17,3051.73,3007.77,3020.33,969859
2006-08-07,3039.17,3051.73,2938.7,2944.97,1101083
2006-08-08,2976.38,3029.75,2935.56,3023.47,1439343
2006-08-09,3045.44,3171.04,3045.44,3152.2,2191014
2006-08-10,3152.2,3233.82,3098.82,3155.33,996932
2006-08-11,3155.33,3161.62,3095.69,3095.69,2572912
2006-08-14,3158.48,3258.94,3120.8,3240.11,1446976
2006-08-15,3252.67,3255.81,3189.87,3202.43,1265750
2006-08-16,3274.64,3284.06,3227.55,3252.67,1108086
2006-08-17,3265.23,3334.3,3243.25,3249.53,1448259
2006-08-18,3218.13,3287.2,3218.13,3240.11,813789
2006-08-21,3180.45,3265.23,3161.62,3183.6,1350477
2006-08-22,3233.82,3312.32,3189.87,3280.92,1382327
2006-08-23,3218.13,3271.5,3218.13,3258.94,1146308
2006-08-24,3205.57,3243.25,3183.6,3199.29,897555
2006-08-25,3214.98,3306.04,3180.45,3233.82,1030366
2006-08-28,3334.3,3362.57,3262.09,3293.48,2107880
2006-08-29,3340.57,3365.7,3302.9,3328.01,1482661
2006-08-30,3328.01,3453.6,3321.73,3375.1,1780468
2006-08-31,3371.97,3481.87,3371.97,3437.9,1677901
2006-09-01,3422.2,3441.03,3381.4,3397.1,733840
2006-09-04,3466.17,3506.97,3466.17,3491.27,985780
2006-09-05,3500.7,3510.1,3412.77,3491.27,1693183
2006-09-06,3428.5,3472.43,3400.23,3434.77,1382327
2006-09-07,3422.2,3422.2,3343.7,3406.5,1984941
2006-09-08,3350,3434.77,3262.09,3412.77,7419962
2006-09-11,3334.3,3346.87,3258.94,3280.92,1961056
2006-09-12,3277.78,3340.57,3205.57,3252.67,1757845
2006-09-13,3331.16,3353.13,3240.11,3287.2,1245687
2006-09-14,3328.01,3381.4,3299.76,3353.13,1568967
2006-09-15,3302.9,3346.87,3258.94,3284.06,1014129
2006-09-19,3359.43,3378.23,3306.04,3306.04,931957
2006-09-20,3318.6,3365.7,3274.64,3346.87,1466090
2006-09-21,3368.83,3371.97,3287.2,3324.88,1126239
2006-09-22,3321.73,3321.73,3227.55,3268.36,1174338
2006-09-25,3205.57,3340.57,3205.57,3265.23,1716758
2006-09-26,3249.53,3318.6,3221.27,3293.48,1285815
2006-09-27,3340.57,3422.2,3315.46,3415.93,1547313
2006-09-28,3381.4,3469.3,3381.4,3463.03,1409083
2006-09-29,3522.67,3522.67,3453.6,3481.87,1047257
2006-10-02,3532.1,3572.9,3506.97,3532.1,1376269
2006-10-03,3469.3,3516.4,3425.37,3503.83,1246642
2006-10-04,3538.37,3626.27,3510.1,3525.8,2121897
2006-10-05,3610.6,3638.83,3550.93,3607.43,1739053
2006-10-06,3607.43,3629.4,3557.2,3576.03,966994
2006-10-10,3513.27,3610.6,3500.7,3560.33,1169880
2006-10-11,3541.5,3582.33,3532.1,3563.5,1443482
2006-10-12,3560.33,3663.97,3538.37,3632.57,2240071
2006-10-13,3632.57,3673.37,3516.4,3528.97,4092508
2006-10-16,3591.73,3591.73,3494.43,3519.53,1973479
2006-10-17,3488.13,3497.57,3431.63,3463.03,1682040
2006-10-18,3481.87,3588.6,3456.73,3569.77,1790972
2006-10-19,3535.23,3569.77,3488.13,3503.83,1527248
2006-10-20,3503.83,3544.67,3494.43,3535.23,947561
2006-10-23,3503.83,3620,3500.7,3572.9,1239000
2006-10-24,3547.8,3572.9,3519.53,3535.23,1510053
2006-10-25,3566.63,3569.77,3503.83,3510.1,1096940
2006-10-26,3513.27,3513.27,3456.73,3478.7,1453350
2006-10-27,3516.4,3516.4,3434.77,3450.47,2109483
2006-10-30,3453.6,3453.6,3393.93,3400.23,1484568
2006-10-31,3463.03,3506.97,3422.2,3475.57,1168609
2006-11-01,3428.5,3494.43,3409.63,3466.17,1532022
2006-11-02,3406.5,3431.63,3378.23,3422.2,1114138
2006-11-06,3425.37,3425.37,3306.04,3331.16,2009781
2006-11-07,3334.3,3356.27,3290.34,3306.04,1841933
2006-11-08,3312.32,3312.32,3177.32,3233.82,2332753
2006-11-09,3262.09,3262.09,3183.6,3246.38,1932070
2006-11-10,3202.43,3265.23,3199.29,3208.71,3050348
2006-11-13,3145.91,3167.89,3114.52,3136.5,3359945
2006-11-14,3196.15,3249.53,3177.32,3211.85,1968695
2006-11-15,3202.43,3208.71,3114.52,3136.5,2084634
2006-11-16,3167.89,3211.85,3120.8,3136.5,1267021
2006-11-17,3167.89,3183.6,3108.24,3111.38,1004255
2006-11-20,3114.52,3133.36,3079.99,3079.99,1637128
2006-11-21,3064.28,3123.94,3023.47,3064.28,1388373
2006-11-22,3051.73,3114.52,3029.75,3111.38,1068274
2006-11-24,3051.73,3086.26,3001.5,3029.75,1792566
2006-11-27,3017.2,3155.33,3017.2,3133.36,1959775
2006-11-28,3070.57,3086.26,3036.03,3073.71,2094198
2006-11-29,3130.22,3149.06,3092.55,3123.94,1533938
2006-11-30,3155.33,3214.98,3123.94,3205.57,1793831
2006-12-01,3233.82,3274.64,3208.71,3240.11,2122533
2006-12-04,3199.29,3268.36,3183.6,3240.11,1423097
2006-12-05,3491.27,3494.43,3378.23,3425.37,3781010
2006-12-06,3428.5,3428.5,3365.7,3393.93,2108209
2006-12-07,3447.33,3463.03,3356.27,3431.63,2087821
2006-12-08,3368.83,3466.17,3353.13,3387.67,9026515
2006-12-11,3390.8,3412.77,3356.27,3359.43,1522464
2006-12-12,3384.53,3400.23,3356.27,3371.97,834494
2006-12-13,3371.97,3371.97,3321.73,3356.27,906150
2006-12-14,3375.1,3400.23,3368.83,3375.1,983553
2006-12-15,3406.5,3437.9,3384.53,3422.2,918889
2006-12-18,3400.23,3419.07,3359.43,3362.57,1045977
2006-12-19,3384.53,3390.8,3337.43,3343.7,1316391
2006-12-20,3406.5,3475.57,3368.83,3463.03,2546152
2006-12-21,3478.7,3506.97,3444.2,3475.57,1381047
2006-12-22,3478.7,3497.57,3431.63,3463.03,1315436
2006-12-25,3516.4,3535.23,3491.27,3519.53,1093443
2006-12-26,3547.8,3598.03,3528.97,3582.33,1098221
2006-12-27,3610.6,3620,3532.1,3591.73,1131978
2006-12-28,3638.83,3638.83,3563.5,3591.73,1258424
2006-12-29,3591.73,3613.73,3566.63,3566.63,574264
2007-01-04,3626.27,3629.4,3607.43,3629.4,622998
2007-01-05,3613.73,3654.53,3572.9,3654.53,1915186
2007-01-09,3528.97,3623.13,3525.8,3613.73,2390089
2007-01-10,3550.93,3588.6,3459.9,3538.37,2451231
2007-01-11,3541.5,3554.07,3472.43,3488.13,2067436
2007-01-12,3079.99,3105.1,2929.29,3014.05,16323216
2007-01-15,3045.44,3076.84,3010.91,3045.44,5001529
2007-01-16,3045.44,3051.73,2992.08,3023.47,2929325
2007-01-17,2998.35,3026.61,2966.95,3010.91,3819545
2007-01-18,3010.91,3058.01,2992.08,3023.47,2480545
2007-01-19,3007.77,3048.59,3004.63,3026.61,2405377
